ID,CUENTA,PROMEDIO
6072,53667,10
6073,52530,8.3
6074,54824,10
6075,52329,7
6076,53425,8
6077,54700,5.1
6078,54244,9.4
6079,53253,8.9
6080,53500,7.9
6081,51858,5.2
6082,52731,10
6083,54861,7.4
6084,54965,5.7
6085,51944,5.4
6086,54946,10
6087,52297,10
6088,52154,8.3
6089,54651,5.9
6090,54183,5.4
6091,53053,5.4
6092,51830,9.5
6093,51500,9.2
6094,51925,7.1
6095,54371,9.5
6096,51310,5.5
6097,52781,6.3
6098,54391,6.6
6099,54131,7.9
6100,54968,9.4
6101,54702,5.8
6102,51257,7.5
6103,51631,9.2
6104,54926,6.7
6105,54124,9.9
6106,52758,8.2
6107,53587,6.2
6108,51462,6.4
6109,51509,5.5
6110,52862,6.8
6111,54131,9.7
6112,54978,6.4
6113,55036,8.8
6114,55142,6
6115,54341,5.6
6116,54561,5
6117,54460,10
6118,53659,6.1
6119,51760,9.1
6120,52840,10
6121,54472,9.7
6122,51969,10
6123,53348,9.4
6124,51580,5.5
6125,52632,8.5
6126,51780,8.4
6127,51315,10
6128,52643,9.5
6129,52694,10
6130,53379,9.2
6131,54786,10
6132,52303,6.2
6133,53892,6.5
6134,54981,7.1
6135,54895,7.4
6136,52352,7.9
6137,52124,10
6138,52281,5
6139,51424,5.2
6140,53388,5.5
6141,54185,10
6142,54334,10
6143,54867,9.1
6144,53877,6.3
6145,54055,9
6146,54394,9.9
6147,53804,10
6148,53090,8.4
6149,55167,7.1
6150,54732,9.9
6151,54715,7.7
6152,52837,7.2
6153,52793,10
6154,52750,5.8
6155,52657,6.6
6156,52468,6.8
6157,52696,9.6
6158,54458,10
6159,53307,10
6160,52542,6.3
6161,53659,9.4
6162,54456,9.5
6163,52861,9.1
6164,51775,7.9
6165,54759,8
6166,53395,9.2
6167,54844,9.5
6168,55223,8.4
6169,53469,7
6170,55239,6
6171,53715,10
6172,51733,6.4
6173,52050,6.1
6174,54475,7.6
6175,51915,6.7
6176,53806,10
6177,52996,7.5
6178,52203,5.5
6179,53867,9.7
6180,51552,9.6
6181,54599,8
6182,52210,5.6
6183,52122,6.5
6184,51923,10
6185,54751,10
6186,54625,5.5
6187,53517,10
6188,53242,7.7
6189,52634,10
6190,51527,10
6191,52188,8
6192,52176,9.1
6193,53904,10
6194,54244,7.6
6195,51955,7.4
6196,53044,8.1
6197,54361,5.4
6198,55157,7
6199,54894,8.3
6200,51329,9.2
6201,51807,10
6202,53984,10
6203,55084,9
6204,53607,8.2
6205,52843,8.6
6206,55051,6.3
6207,53024,7.2
6208,53046,9.9
6209,55085,9.4
6210,55214,5.6
6211,53902,5.4
6212,54633,9
6213,51868,10
6214,52117,7.4
6215,52545,7.6
6216,51807,5.9
6217,53600,5.4
6218,55175,9.6
6219,55316,8.5
6220,55222,7
6221,51327,6.6
6222,52428,6
6223,51870,8.4
6224,52271,10
6225,54657,10
6226,51399,10
6227,51708,10
6228,54311,9.6
6229,51623,6.9
6230,54356,6.5
6231,55172,10
6232,55248,10
6233,52282,6.1
6234,52960,8.3
6235,53804,7.9
6236,54772,8.8
6237,54514,10
6238,54257,8.7
6239,54077,8.9
6240,52073,9.6
6241,52604,9.4
6242,54432,8.2
6243,54225,5.8
6244,53045,8.9
6245,51703,10
6246,51852,9.8
6247,52744,7
6248,54688,6.3
6249,52910,10
6250,55016,10
6251,53235,6
6252,52753,9
6253,54921,9.6
6254,53139,7.2
6255,54566,9.9
6256,54247,5.8
6257,52730,7.3
6258,54710,9.8
6259,52976,10
6260,52086,7.9
6261,51949,5.2
6262,52762,8
6263,52461,9.2
6264,51823,10
6265,54793,9
6266,54448,5.3
6267,54363,9.3
6268,53850,8.6
6269,52875,5.8
6270,52145,7.8
6271,54844,10
6272,52000,10
6273,52484,6.8
6274,54244,5.3
6275,52053,8.6
6276,54674,10
6277,55236,8.6
6278,52865,7.4
6279,51923,10
6280,54982,9.7
6281,53438,9.3
6282,51907,8.7
6283,53318,10
6284,53525,7.1
6285,54749,8.3
6286,52036,6.8
6287,53002,8.5
6288,52883,5.9
6289,54557,7.8
6290,55372,10
6291,53291,9.3
6292,55000,7.7
6293,52427,7.1
6294,53236,6.5
6295,51697,6.6
6296,53626,6.2
6297,54021,10
6298,52775,6.9
6299,51759,6.5
6300,54005,7.3
6301,54963,5.9
6302,52164,8
6303,51620,6.8
6304,52873,9.8
6305,53280,9.6
6306,53298,10
6307,53788,6
6308,54730,10
6309,51995,7.5
6310,53015,10
6311,52742,10
6312,53865,7.4
6313,52133,5.5
6314,54087,8
6315,54943,8
6316,52793,9.8
6317,53612,9.3
6318,51749,5.3
6319,54348,10
6320,51894,9
6321,51794,10
6322,52931,10
6323,52263,5
6324,55183,8
6325,54357,10
6326,52243,7.3
6327,52884,9.1
6328,55054,10
6329,53884,6.6
6330,51778,10
6331,52984,9
6332,53698,9
6333,53022,7.6
6334,54147,9.8
6335,54702,5.5
6336,52969,6.8
6337,55360,7.9
6338,54353,9.9
6339,52914,8.1
6340,54108,7.1
6341,54483,10
6342,52232,9.2
6343,52522,9.4
6344,51501,8.8
6345,52909,9
6346,54492,7
6347,53709,10
6348,54904,10
6349,51863,5.8
6350,54740,6.2
6351,54729,8.8
6352,52308,7.5
6353,54669,7.8
6354,52283,7.7
6355,52772,10
6356,52561,7.2
6357,54679,7
6358,54285,7
6359,54731,7.2
6360,52774,9.4
6361,51655,8
6362,55052,7.3
6363,53923,5.2
6364,51488,8
6365,54520,8
6366,52787,5.6
6367,54502,7.7
6368,53689,6.1
6369,53603,10
6370,53390,6
6371,54449,5.7
6372,53078,9.9
6373,54226,7
6374,54415,9
6375,54771,8.5
6376,52186,9.5
6377,51525,10
6378,54543,9.2
6379,53674,5.5
6380,54807,10
6381,55462,8.4
6382,54100,6.4
6383,52497,10
6384,53331,6.8
6385,51726,5
6386,53491,6.7
6387,54233,10
6388,55001,7.8
6389,52926,10
6390,54470,5.7
6391,52674,9.9
6392,54547,9.8
6393,54077,9.6
6394,52781,7.7
6395,53304,8.3
6396,52410,7
6397,52832,5.3
6398,54872,8.1
6399,53891,5.1
6400,53409,9
6401,54254,9.5
6402,54833,9.3
6403,55026,6
6404,52427,6.9
6405,52544,10
6406,54323,5.5
6407,53627,8.3
6408,52743,10
6409,53807,7.7
6410,53576,7.1
6411,51944,8.6
6412,53806,6.7
6413,51693,6.3
6414,54863,6
6415,53105,10
6416,55064,10
6417,55326,9.1
6418,52232,10
6419,52014,5.6
6420,52405,7.9
6421,53597,7
6422,52122,10
6423,51918,6.2
6424,52322,10
6425,52375,8.5
6426,55032,8
6427,52231,7.8
6428,54441,6.1
6429,53343,10
6430,53987,6.9
6431,52363,9.4
6432,55254,10
6433,54659,8.6
6434,53946,7
6435,52807,9
6436,52157,6.4
6437,52002,10
6438,55025,8.7
6439,52277,8.5
6440,53759,6.3
6441,51744,10
6442,53097,5.9
6443,55115,9.2
6444,51736,5.4
6445,52064,8.3
6446,55105,6.5
6447,54735,10
6448,52648,9.1
6449,55253,10
6450,52444,8.6
6451,54280,7.1
6452,55216,5.7
6453,51759,8.6
6454,54542,6
6455,54622,9.9
6456,55272,8.8
6457,54216,9.8
6458,55326,10
6459,54073,6.7
6460,53258,5.4
6461,53672,5.8
6462,53201,8
6463,54683,7.3
6464,55530,10
6465,53876,8.3
6466,54471,10
6467,51980,8
6468,54507,10
6469,54642,6
6470,53292,7.5
6471,54297,7
6472,51705,6
6473,53764,7.4
6474,53604,5.5
6475,51903,8.1
6476,51884,9
6477,53506,7.8
6478,54424,5.9
6479,53735,10
6480,53231,9
6481,55060,6.9
6482,51643,9.4
6483,53913,8.3
6484,53280,6.6
6485,55140,5.9
6486,53188,7.3
6487,52728,7.6
6488,53300,7
6489,53270,10
6490,52301,8.3
6491,54330,10
6492,54309,10
6493,53444,5.7
6494,54210,8.3
6495,54959,10
6496,53572,5.4
6497,53864,5.1
6498,55123,5.4
6499,53515,10
6500,54539,6.9
6501,55285,6.5
6502,54147,5.1
6503,54505,9.9
6504,54869,8.4
6505,54917,6
6506,53088,8
6507,54048,9.2
6508,53222,10
6509,53329,5.4
6510,55009,10
6511,51729,7.9
6512,54125,8.5
6513,52394,7.3
6514,54631,10
6515,55214,5.3
6516,52811,7.8
6517,54676,7.9
6518,54224,10
6519,53858,6.1
6520,55076,9.7
6521,52121,8.5
6522,52304,7.3
6523,54947,5.1
6524,52694,8.6
6525,51791,7
6526,54036,6
6527,53318,8.4
6528,55566,10
6529,53859,6.9
6530,52210,8.6
6531,52178,6.2
6532,52938,5.6
6533,55297,10
6534,52766,8.5
6535,53423,5.7
6536,53145,7.8
6537,52286,8.9
6538,54362,9.9
6539,55194,6.8
6540,51917,8.8
6541,52739,10
6542,54570,7.5
6543,54437,7.3
6544,54288,6.8
6545,55349,9
6546,53839,6.1
6547,54489,9.9
6548,52328,8.1
6549,54771,7
6550,52945,9.8
6551,51957,10
6552,52162,9.2
6553,53894,5.1
6554,54558,8
6555,54097,9.9
6556,53929,10
6557,53712,8.3
6558,54395,10
6559,54246,10
6560,54401,9
6561,53436,7
6562,55282,5.7
6563,55193,10
6564,54531,6.2
6565,55644,7.5
6566,53514,9.6
6567,54914,9
6568,54539,10
6569,54124,10
6570,55003,9.7
6571,52604,7.2
6572,53587,9.7
6573,53284,5.3
6574,53445,6.7
6575,51843,6.7
6576,54539,7.2
6577,53711,8.5
6578,55429,7
6579,54601,10
6580,55550,6
6581,54229,9.3
6582,53251,7.8
6583,53453,5.8
6584,55105,10
6585,54179,7.7
6586,51863,8.8
6587,53637,6.4
6588,53761,5.4
6589,54494,10
6590,55145,8.2
6591,52440,10
6592,55671,9.2
6593,53142,8.4
6594,52165,8.6
6595,52996,10
6596,54134,10
6597,52826,8.8
6598,52392,9.7
6599,54402,9
6600,54325,10
6601,55115,10
6602,51773,6.3
6603,53000,7.9
6604,54622,5.8
6605,54347,9.9
6606,52387,7
6607,52673,9.2
6608,54055,10
6609,52595,10
6610,53586,9.2
6611,52676,7.2
6612,53630,8.3
6613,53476,9
6614,55073,5
6615,51735,5
6616,54870,5.8
6617,53783,10
6618,54884,5.9
6619,55438,6.9
6620,52428,8
6621,54450,10
6622,52804,7.2
6623,55166,9.6
6624,55681,7
6625,54063,5.8
6626,55467,9
6627,52158,6.7
6628,51890,9.9
6629,54661,6.6
6630,54229,7.1
6631,54430,5.1
6632,54671,6.8
6633,53965,7.7
6634,54066,9.3
6635,53943,7.5
6636,55691,6.8
6637,54075,6
6638,51910,10
6639,52309,9.7
6640,52073,5.9
6641,55109,7
6642,53105,9.5
6643,53260,10
6644,53745,9.7
6645,55171,8.3
6646,53943,9.3
6647,53091,8.8
6648,54194,10
6649,51955,7.1
6650,53104,6
6651,51786,7.7
6652,55281,6
6653,53374,8.1
6654,53980,10
6655,55540,8
6656,53911,10
6657,53700,7
6658,54252,5.3
6659,52585,9.4
6660,55477,10
6661,54578,5.3
6662,53586,8
6663,55328,5.1
6664,52353,9
6665,55336,6.3
6666,53168,8.4
6667,53233,7.6
6668,53758,10
6669,52196,9.9
6670,52367,10
6671,54302,8.6
6672,54125,9
6673,53783,7.9
6674,53572,10
6675,54910,8.7
6676,54636,7.1
6677,55437,9.8
6678,52601,10
6679,55221,9.3
6680,53158,5.9
6681,52380,7.1
6682,54364,8.1
6683,54401,5.2
6684,52556,6.7
6685,54042,9.2
6686,53813,6.8
6687,53029,5.2
6688,55450,8.2
6689,55593,5.9
6690,54584,8
6691,51803,8.3
6692,54155,6.6
6693,52375,10
6694,55677,7.2
6695,53786,6.3
6696,53004,6.1
6697,52812,8.4
6698,53658,8
6699,53411,10
6700,55192,5
6701,53747,10
6702,53359,9.3
6703,52956,7.9
6704,52054,6.7
6705,52181,8.6
6706,54864,8.8
6707,53462,10
6708,54264,7
6709,54480,7.6
6710,53105,6
6711,54491,5.1
6712,54263,9.1
6713,54307,9.6
6714,53084,5.4
6715,55702,6.6
6716,52325,7
6717,52374,10
6718,53027,5.9
6719,54718,10
6720,52524,7.8
6721,55290,9.6
6722,54435,9.9
6723,52557,5.7
6724,51929,5.3
6725,55396,6.6
6726,52794,10
6727,53515,5.9
6728,54371,5.8
6729,51886,5.4
6730,54822,6.5
6731,55186,6.2
6732,52709,5.8
6733,52166,5.9
6734,52272,10
6735,54929,5.4
6736,53298,10
6737,55298,6.8
6738,54546,8
6739,54144,7.4
6740,53175,10
6741,52903,10
6742,55012,10
6743,53469,8.1
6744,55423,9.5
6745,53114,8
6746,54219,7.9
6747,55489,7
6748,54668,10
6749,51926,6.7
6750,52601,6
6751,54670,5.2
6752,53620,9
6753,55809,9.7
6754,54065,7.9
6755,54468,8.6
6756,55103,10
6757,53733,8
6758,55032,5.4
6759,52967,6.4
6760,54863,7.9
6761,54501,6.4
6762,53834,5.1
6763,53375,7.4
6764,52306,5.9
6765,52608,8.3
6766,53841,10
6767,52666,7.6
6768,52399,5.6
6769,55297,8.4
6770,53060,6.7
6771,53497,8.3
6772,54003,8.9
6773,52434,10
6774,52114,5.7
6775,52018,8.5
6776,53720,10
6777,54588,6.1
6778,53477,10
6779,52022,10
6780,54907,9.5
6781,54597,6.1
6782,53327,7.6
6783,54798,8.6
6784,53788,10
6785,55840,9
6786,52766,8
6787,54805,9
6788,53619,7.6
6789,54531,7.7
6790,52072,7
6791,53690,9.7
6792,54408,8.2
6793,53106,7.4
6794,53085,10
6795,55164,8.3
6796,53895,10
6797,53224,8.3
6798,52088,5.3
6799,52266,7
6800,54119,10
6801,52074,6.4
6802,54716,10
6803,55403,7.4
6804,54702,6.5
6805,53257,10
6806,52591,6.5
6807,53542,8.4
6808,55613,5.2
6809,55476,5
6810,55508,5.3
6811,52955,8
6812,53097,6.7
6813,53367,7.1
6814,54552,9.6
6815,55094,5.6
6816,52109,9.1
6817,55301,8.5
6818,52395,8.5
6819,52986,6.9
6820,55253,5.1
6821,52339,9.6
6822,54255,8.1
6823,52492,9.7
6824,52555,8.4
6825,52567,10
6826,53392,5.3
6827,55612,7.8
6828,53013,10
6829,53978,6.1
6830,52695,9.3
6831,55552,7.9
6832,51999,9
6833,53260,6.7
6834,55816,7.5
6835,53766,7.8
6836,54255,9.4
6837,55727,6.2
6838,54096,10
6839,52658,7.3
6840,55809,7.9
6841,52723,8.4
6842,55797,7.2
6843,54846,7.6
6844,53440,9.1
6845,55942,5
6846,53931,10
6847,52276,5.1
6848,54776,8.1
6849,54597,9.8
6850,52860,7.8
6851,54037,9.8
6852,51955,10
6853,55187,5.1
6854,55783,10
6855,52932,9.1
6856,52779,6
6857,55405,5.8
6858,54747,5.4
6859,54213,9.2
6860,53115,7.8
6861,54485,10
6862,53595,8.1
6863,53243,7.3
6864,55629,9.3
6865,52199,8.7
6866,55490,9.5
6867,53611,8.6
6868,52402,9.2
6869,55344,8.5
6870,55688,6.2
6871,52774,10
6872,53141,10
6873,52909,9
6874,55491,7.2
6875,54583,6.6
6876,54253,10
6877,53194,5.3
6878,53771,10
6879,52269,7.1
6880,55830,5.2
6881,53944,9.8
6882,55597,8
6883,52729,7.4
6884,53466,8.5
6885,52741,9.7
6886,54042,7.3
6887,52288,6.3
6888,54336,7
6889,52297,10
6890,55778,8.9
6891,52461,7.9
6892,54243,9.7
6893,53493,6.2
6894,55987,5.1
6895,52113,10
6896,52469,8.3
6897,53165,6.8
6898,53917,5.8
6899,53627,9.4
6900,54773,9.7
6901,52009,8.2
6902,54482,5.7
6903,55478,10
6904,53460,10
6905,55827,7
6906,55847,10
6907,53571,8.6
6908,53417,10
6909,55287,8.6
6910,54775,9.2
6911,55687,5.7
6912,52643,7
6913,53379,10
6914,52141,8
6915,55088,7.8
6916,53153,7
6917,54607,10
6918,52690,9.4
6919,53532,7.5
6920,54407,5.9
6921,54323,7.4
6922,54553,7.2
6923,55401,7.9
6924,54228,10
6925,52565,5.6
6926,55566,10
6927,55248,7.2
6928,52831,8.7
6929,53529,9
6930,52815,8.5
6931,55690,8.4
6932,52903,5.7
6933,53138,7.5
6934,53718,9.9
6935,54236,9
6936,53050,10
6937,53908,7.8
6938,53757,5.2
6939,52670,8.7
6940,54658,7
6941,55954,10
6942,56033,6.5
6943,55173,9.8
6944,54086,9.4
6945,54395,8
6946,52793,6.5
6947,55107,8
6948,52723,10
6949,55149,10
6950,54565,5
6951,53793,5.3
6952,55188,10
6953,54100,7.2
6954,53757,7.3
6955,55760,9.8
6956,53465,9.5
6957,53974,9.2
6958,52892,9.7
6959,53179,9
6960,52575,9.5
6961,55631,7.1
6962,52673,10
6963,54122,8.7
6964,54149,9.7
6965,55599,9.9
6966,54106,7.8
6967,54650,6
6968,55272,8
6969,52486,9
6970,54653,6
6971,55267,5
6972,53620,6.9
6973,55063,6.8
6974,54452,10
6975,52983,10
6976,55753,5.3
6977,52348,10
6978,55056,7.7
6979,55287,5.6
6980,54207,8.3
6981,53658,6.6
6982,53156,8
6983,55283,5.6
6984,53901,5
6985,52758,10
6986,54272,6.6
6987,52905,6.4
6988,55634,7.1
6989,52966,7.8
6990,56058,6.4
6991,54520,7.8
6992,56066,6.5
6993,52765,8.4
6994,53462,6
6995,52296,8
6996,52249,7.8
6997,53197,6.9
6998,53243,10
6999,52290,5.8
7000,52847,8.7
7001,56080,7.3
7002,56050,7.9
7003,54948,10
7004,54742,9.7
7005,53052,7.7
7006,53878,5.1
7007,55112,10
7008,54420,6.8
7009,55493,10
7010,53479,7.1
7011,53869,9.7
7012,55157,5
7013,55258,10
7014,55068,6.7
7015,54176,8.4
7016,55672,5.2
7017,55294,9.9
7018,53380,5.6
7019,53497,10
7020,52337,6.3
7021,55818,6.5
7022,52868,9
7023,52740,7.7
7024,53028,10
7025,53129,5.7
7026,55878,8.5
7027,53514,10
7028,55659,7.2
7029,54729,10
7030,54422,10
7031,52530,6
7032,52990,10
7033,53950,10
7034,53883,5.6
7035,53882,7.3
7036,53853,5.6
7037,52589,7.5
7038,55485,6.9
7039,53317,7.4
7040,56135,8
7041,55936,8.1
7042,53065,6.2
7043,52280,10
7044,53300,6
7045,54662,10
7046,54885,6.7
7047,53589,6.5
7048,52337,8.7
7049,55775,5.2
7050,53648,7
7051,53470,5.3
7052,55010,9.8
7053,53084,5.2
7054,56101,10
7055,55996,9.5
7056,54712,6
7057,55681,9.5
7058,54737,9.5
7059,53897,10
7060,55103,9.9
7061,54581,7.3
7062,55054,9.6
7063,55294,7.1
7064,53928,8.7
7065,55338,7.8
7066,54427,8.5
7067,52578,5.7
7068,53814,6.3
7069,55450,8.1
7070,53490,7.9
7071,54823,7.5
7072,55569,6.3
7073,55309,5.6
7074,52858,7.9
7075,53548,10
7076,52671,9.6
7077,54009,5.5
7078,55555,5.1
7079,54200,7.4
7080,54709,6
7081,55819,9.8
7082,53138,5.8
7083,54832,8.2
7084,54448,8.8
7085,56178,9.2
7086,52935,7.6
7087,53609,5.6
7088,52969,5.6
7089,53196,10
7090,54993,10
7091,53839,5.8
7092,54874,8.2
7093,55823,8.1
7094,55490,10
7095,54106,9
7096,55126,7.6
7097,55778,5.9
7098,53105,6.6
7099,55217,9.4
7100,54284,7.1
7101,53753,5.8
7102,55475,7.9
7103,55055,9
7104,52212,10
7105,53670,5.1
7106,54397,5.5
7107,53115,8
7108,55786,9.2
7109,55735,9.7
7110,53347,7.9
7111,55416,8
7112,55713,8.5
7113,52354,7.1
7114,53146,5.3
7115,55344,6.4
7116,54483,5.6
7117,52510,8
7118,53050,8.6
7119,53804,5.8
7120,55864,10
7121,53038,6.4
7122,53105,10
7123,53024,8.5
7124,54269,6.7
7125,55550,9
7126,55564,10
7127,56144,5.8
7128,54712,7
7129,55268,8.4
7130,53484,8
7131,55811,8
7132,55676,9.3
7133,52991,10
7134,52748,8.3
7135,55117,5.5
7136,53943,8.2
7137,54459,9.9
7138,53241,6.7
7139,54246,6
7140,55055,7.4
7141,52748,9
7142,54945,6.4
7143,54944,5.3
7144,53243,9.3
7145,55384,6.3
7146,55527,9.2
7147,52854,8.2
7148,55942,9.1
7149,54890,6.8
7150,54383,10
7151,53931,6.8
7152,55552,9.4
7153,54924,7.9
7154,55451,7.8
7155,54372,8.5
7156,55863,10
7157,55928,8
7158,55033,8.4
7159,55345,6.7
7160,55556,7.4
7161,55621,9.4
7162,55647,9.2
7163,56132,10
7164,55709,6.9
7165,53945,9.1
7166,53163,6.8
7167,55300,7
7168,52986,8.2
7169,55505,7.8
7170,55497,10
7171,55713,7.6
7172,54846,10
7173,52793,9.5
7174,54792,5.5
7175,53840,8.1
7176,55771,6.8
7177,54986,6
7178,56206,9.9
7179,55378,9.1
7180,53887,6.1
7181,53504,5.2
7182,52968,8.3
7183,55086,10
7184,54779,5
7185,56215,7.3
7186,56106,10
7187,53237,5.8
7188,55754,10
7189,55123,9.6
7190,56204,7.2
7191,52427,8.4
7192,55558,9.9
7193,53537,6.4
7194,55854,7.1
7195,52651,10
7196,54574,5.1
7197,55553,8.6
7198,54142,7.2
7199,55900,8.6
7200,54323,7.7
7201,54978,6
7202,52860,5.6
7203,54039,7
7204,55333,5.2
7205,53701,10
7206,55304,6.5
7207,53533,9.6
7208,56112,9.6
7209,53009,5.4
7210,56220,7.2
7211,52608,6.8
7212,54881,7.7
7213,56067,8
7214,52472,6.9
7215,55402,7.2
7216,53039,5.4
7217,54572,9.4
7218,54712,10
7219,55307,10
7220,53923,9.2
7221,53286,5.1
7222,54583,7.9
7223,53750,8.9
7224,55781,8.4
7225,53965,5.8
7226,53204,5.8
7227,52789,10
7228,55012,10
7229,55638,9.9
7230,53719,9
7231,55192,10
7232,55434,5.2
7233,54260,8.8
7234,53144,10
7235,55293,9.3
7236,53884,7
7237,53215,7.3
7238,56336,6.3
7239,52729,7.2
7240,53847,9.4
7241,54322,10
7242,53931,9
7243,54630,10
7244,52958,10
7245,52649,8.4
7246,54367,6.4
7247,54955,5.7
7248,55419,5.6
7249,53898,9.3
7250,54296,7
7251,52378,6.9
7252,54521,8
7253,54057,7.2
7254,53632,6
7255,53471,5.8
7256,55942,10
7257,55202,9.3
7258,55492,10
7259,55779,5.3
7260,52441,5.6
7261,55964,5.9
7262,53634,8.4
7263,54849,6
7264,54426,5.4
7265,52585,6.7
7266,53903,6
7267,53639,8.8
7268,52853,5.5
7269,52595,10
7270,53534,10
7271,54451,9.9
7272,55509,10
7273,55272,5.3
7274,56310,8.8
7275,54929,10
7276,54268,9.8
7277,52759,5.8
7278,53101,8.3
7279,55051,7.8
7280,53056,7.9
7281,53803,5.6
7282,53354,5
7283,52569,8
7284,53983,9.5
7285,52468,7.7
7286,55523,9.9
7287,55197,10
7288,53006,5.1
7289,54627,9.1
7290,53775,5.3
7291,53996,8.4
7292,54692,8
7293,52527,9.9
7294,54987,9
7295,55150,8.2
7296,54229,9.3
7297,52880,9
7298,52663,9.6
7299,55321,9.4
7300,53471,5.3
7301,53253,8.3
7302,55904,7.4
7303,55701,5.2
7304,53159,7.2
7305,53030,7.2
7306,54091,8.3
7307,55109,5.6
7308,52952,7.6
7309,55352,7.3
7310,55859,5
7311,53432,7.7
7312,56252,9.5
7313,54325,7.3
7314,53447,5.9
7315,53154,8.4
7316,53613,7.5
7317,55739,7.8
7318,55164,8.7
7319,53028,7.5
7320,54146,10
7321,54438,5.8
7322,55545,5.8
7323,53621,10
7324,53887,7
7325,53108,7
7326,54583,5.1
7327,53004,9.8
7328,53138,10
7329,52613,6.1
7330,54343,6.3
7331,53261,6.5
7332,55147,9.4
7333,53020,9
7334,55981,8.2
7335,55088,8.1
7336,55264,8.8
7337,54164,9.5
7338,53243,8.5
7339,55024,5.6
7340,53806,10
7341,52877,10
7342,54948,9.5
7343,52747,10
7344,55532,9.1
7345,52723,6.4
7346,53153,5.8
7347,52589,7
7348,54685,8.7
7349,53297,10
7350,53943,5.3
7351,53697,5
7352,52840,7
7353,56369,7.5
7354,53334,7.6
7355,54804,10
7356,55220,9.8
7357,54408,7.6
7358,54809,10
7359,53761,10
7360,52535,7.8
7361,56033,10
7362,56298,6.9
7363,56128,10
7364,53404,6
7365,53644,7.6
7366,54526,7.3
7367,53119,10
7368,55024,5.8
7369,53493,5.3
7370,54378,8
7371,54781,5.5
7372,52486,8.4
7373,52938,8.4
7374,55458,10
7375,52617,9.2
7376,56095,5.3
7377,54623,9.4
7378,53470,7
7379,52532,7
7380,55110,9.3
7381,53784,8
7382,56365,9.6
7383,55383,7.3
7384,54159,9.1
7385,52903,6.6
7386,52621,5.8
7387,55380,9.3
7388,55364,6.4
7389,53105,7.3
7390,54990,8.9
7391,56222,10
7392,54871,5.6
7393,56209,7.6
7394,54843,8
7395,53425,9
7396,56401,7.3
7397,55583,7.9
7398,54183,10
7399,56348,9.8
7400,56148,8.8
7401,52902,7.5
7402,54195,7.5
7403,52721,7
7404,56026,6.1
7405,56011,8.7
7406,56351,9.9
7407,53313,7.4
7408,56500,9.3
7409,54099,7.6
7410,56311,8.3
7411,53880,10
7412,55606,8.8
7413,53164,6.6
7414,52812,8.5
7415,53923,5.2
7416,52604,9.4
7417,55823,5.7
7418,55922,10
7419,54929,6.7
7420,55365,8.4
7421,53480,8
7422,53192,10
7423,53457,6.3
7424,55967,6.4
7425,55034,8.4
7426,53050,7.6
7427,52948,7
7428,54090,10
7429,52694,10
7430,53971,6.3
7431,55726,6
7432,54190,6
7433,53421,10
7434,55282,5.8
7435,53289,10
7436,55882,6.7
7437,54653,9.3
7438,52786,9.4
7439,55771,7
7440,53190,6.3
7441,56049,10
7442,53492,8.2
7443,54202,7.7
7444,55759,9.5
7445,54382,7.3
7446,56420,7.1
7447,53621,7.1
7448,52690,5.2
7449,52688,9.6
7450,53840,10
7451,53117,7.1
7452,54480,5.6
7453,53778,6.4
7454,52979,6.9
7455,55209,7.9
7456,52764,5
7457,52705,6
7458,55253,8.7
7459,55451,7.1
7460,54066,10
7461,53002,7.2
7462,56159,7.8
7463,53264,9
7464,52954,5.8
7465,53795,6.6
7466,53972,10
7467,54714,10
7468,53181,7
7469,53301,9.2
7470,56265,5.1
7471,55514,5.6
7472,55724,10
7473,53188,7.9
7474,52870,10
7475,55276,10
7476,55980,10
7477,54014,10
7478,53345,8
7479,56365,7
7480,54140,9.3
7481,55106,10
7482,56023,10
7483,53565,5.6
7484,56454,7.9
7485,55401,10
7486,54319,5.4
7487,54579,5.3
7488,52655,8.7
7489,56125,5.8
7490,54351,6.3
7491,55583,9.6
7492,54061,7.2
7493,56496,10
7494,56449,9.4
7495,54613,9
7496,56301,10
7497,54987,10
7498,53858,5.3
7499,54357,7.1
7500,55341,5.9
7501,56353,5.5
7502,54602,6
7503,54401,6.6
7504,54668,7.8
7505,56356,6.8
7506,54169,10
7507,56402,10
7508,56266,7.8
7509,56380,7.5
7510,55966,7.8
7511,54288,8.4
7512,55521,8.1
7513,55687,5.2
7514,55046,9.2
7515,55480,5.7
7516,53040,7.5
7517,52642,6.8
7518,56490,6.7
7519,54318,10
7520,52759,10
7521,54610,10
7522,56440,8.4
7523,55891,7.1
7524,53483,8.8
7525,55054,10
7526,53616,7.2
7527,55316,10
7528,56028,6.4
7529,56337,5
7530,53249,9.3
7531,53184,8.7
7532,56178,8.7
7533,54653,6.8
7534,56174,9.8
7535,55972,7.1
7536,54468,9.7
7537,53122,6.4
7538,53790,6.4
7539,55104,9.1
7540,56415,10
7541,52759,10
7542,56348,7.2
7543,55486,9
7544,55956,7
7545,56110,8.9
7546,55271,7.2
7547,54336,9.2
7548,52860,5.9
7549,54635,10
7550,54657,9.7
7551,53245,9.8
7552,54600,7.2
7553,55401,8.6
7554,52729,8
7555,56194,5.3
7556,56047,10
7557,54726,6
7558,53713,8.1
7559,52851,8.1
7560,55186,6.5
7561,54856,5.1
7562,53215,10
7563,55942,10
7564,52997,9.4
7565,56170,10
7566,54896,10
7567,55775,6.1
